Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0002186,C002186,P011,PM004,20181004,20.15,165.5,8,7.87,274,9
A0002187,C002187,P011,PM004,20210801,20.05,358.5,18,0,168,7.9
A0002188,C002188,P022,PM008,20210411,91.95,6614.9,72,26.25,212,5.1
A0002189,C002189,P089,PM002,20181128,80.5,80.5,1,78.35,275,5.1
A0002190,C002190,P219,PM002,20180413,55.65,2421.75,42,19.64,233,9.3
A0002191,C002191,P117,PM002,20200812,74.7,1294.6,18,66.71,334,6.5
A0002192,C002192,P012,PM008,20230918,104.15,1299.1,13,106.46,112,7.6
A0002193,C002193,P076,PM006,20181103,83.65,5733.4,68,93.77,115,6.8
A0002194,C002194,P073,PM006,20200602,72.2,305.55,4,65.38,266,1.7
A0002195,C002195,P053,PM008,20230925,110.05,7430.75,69,111,205,9.6
A0002196,C002196,P050,PM004,20180713,51.5,900.5,17,12.14,193,4.3
A0002197,C002197,P045,PM008,20180906,25.5,630.6,25,2.38,90,9.9
A0002198,C002198,P133,PM004,20201009,89.55,3856.75,43,89.65,251,5.8
A0002199,C002199,P011,PM008,20231203,19.5,1222.65,59,0,245,7.6
A0002200,C002200,P208,PM002,20210407,80.7,374.8,5,83.14,308,8.2
A0002201,C002201,P033,PM004,20201207,77.5,1625,21,32.27,256,5.3
A0002202,C002202,P248,PM008,20230729,105.1,7234.8,69,104.15,238,9.3
A0002203,C002203,P068,PM006,20190523,25.15,331.85,13,11.14,19,8
A0002204,C002204,P143,PM006,20180604,95.25,3959.35,42,88.78,131,6.1
A0002205,C002205,P246,PM008,20190406,95.65,5088.4,52,90.87,298,7.7
A0002206,C002206,P111,PM002,20211028,85,3969.4,46,87.36,99,3.7
A0002207,C002207,P212,PM006,20200301,80.8,4860.85,61,31.66,174,8
A0002208,C002208,P068,PM004,20210510,24.85,788.05,29,9.23,0,8.2
A0002209,C002209,P144,PM008,20230211,54.75,1266.35,25,14.86,320,6.6
A0002210,C002210,P142,PM002,20220816,85.75,470.95,5,85.75,244,3.3
A0002211,C002211,P225,PM002,20190731,50.75,688.2,15,8.97,9,8.4
A0002212,C002212,P011,PM004,20230428,20.15,387.7,19,3.22,150,7.1
A0002213,C002213,P011,PM004,20181228,20.05,845.25,44,4.61,223,7.6
A0002214,C002214,P021,PM002,20190402,98.25,560.6,6,95.99,181,4.4
A0002215,C002215,P277,PM008,20180509,71.6,4230.25,58,19.13,284,9.6
A0002216,C002216,P208,PM008,20200322,81.45,4983.05,62,82.78,160,9.5
A0002217,C002217,P121,PM006,20200522,58.4,4113.15,70,15.34,20,6.5
A0002218,C002218,P068,PM004,20181216,25.7,25.7,1,7.38,0,3.5
A0002219,C002219,P101,PM008,20230330,53.7,521,10,26.61,3,8.6
A0002220,C002220,P011,PM006,20190328,19.6,471.85,26,0,400,8.6
A0002221,C002221,P123,PM008,20211104,89.4,5976.9,66,87.61,210,8.1
A0002222,C002222,P005,PM002,20180419,69,506.9,7,65.76,131,3.6
A0002223,C002223,P076,PM006,20210516,84.2,4299.75,51,87.92,269,6.8
A0002224,C002224,P248,PM008,20190731,106.1,7548.6,72,105.19,207,7.4
A0002225,C002225,P045,PM004,20180829,25.75,1654.75,65,0,174,8.2
A0002226,C002226,P027,PM006,20220910,46.05,80.35,2,20.42,151,6.7
A0002227,C002227,P064,PM006,20230804,64.95,4551.5,70,26.58,499,7.1
A0002228,C002228,P104,PM008,20210709,85.45,6227.5,72,22.63,227,7.1
A0002229,C002229,P011,PM004,20190106,20.05,20.05,1,0,76,7.8
A0002230,C002230,P117,PM004,20230513,76.4,76.4,1,81.44,384,5.4
A0002231,C002231,P006,PM002,20231123,100.5,514,5,97.08,304,3
A0002232,C002232,P011,PM004,20180408,20.7,57.5,3,4.16,181,9.6
A0002233,C002233,P045,PM008,20220219,25.3,1474.35,58,0,166,7.5
A0002234,C002234,P216,PM004,20180406,40.05,880.2,22,16.48,15,3.3
A0002235,C002235,P021,PM006,20230503,100.6,3270.25,33,94.54,227,5.9
A0002236,C002236,P005,PM002,20220204,69.95,69.95,1,73.6,76,5.6
A0002237,C002237,P073,PM006,20230925,74,3919.15,54,74.07,410,7.5
A0002238,C002238,P021,PM002,20230910,99.4,7285.7,72,94.63,210,8.4
A0002239,C002239,P042,PM002,20211106,93.3,93.3,1,91.26,384,3.3
A0002240,C002240,P150,PM002,20191217,49.15,169.05,3,18.18,365,4.2
A0002241,C002241,P202,PM008,20200830,107.45,7658.3,72,107.98,159,7.1
A0002242,C002242,P261,PM008,20220221,83.6,5959.3,72,28,342,7.8
A0002243,C002243,P006,PM008,20200624,99.05,5295.7,54,108.93,191,7.3
A0002244,C002244,P295,PM002,20200319,80.1,4693.2,59,16.21,81,6.2
A0002245,C002245,P296,PM006,20190822,65.3,3512.9,54,27.68,211,10
A0002246,C002246,P183,PM002,20200824,89.55,5231.2,60,90.07,285,6.4
A0002247,C002247,P121,PM008,20230211,60.8,3603.45,60,13.75,6,8.4
A0002248,C002248,P073,PM002,20230114,74.5,217.45,3,67.85,222,5.9
A0002249,C002249,P043,PM006,20180515,99.15,6875.35,69,98.2,352,5.6
A0002250,C002250,P011,PM002,20181124,19.25,19.25,1,4.8,259,7.7
A0002251,C002251,P148,PM008,20180718,39.45,2021.35,50,11.2,3,8
A0002252,C002252,P146,PM008,20191114,44.85,2564.95,56,21.01,15,9.3
A0002253,C002253,P099,PM002,20180504,97.2,5611.75,60,89.94,267,8.3
A0002254,C002254,P051,PM004,20200124,110.55,7610.1,69,110.49,23,8.1
A0002255,C002255,P081,PM004,20220526,35.05,35.05,1,4.25,13,3
A0002256,C002256,P117,PM002,20190725,73,73,1,74.82,285,6.5
A0002257,C002257,P011,PM004,20220108,19.9,45.75,3,4.63,251,9.1
A0002258,C002258,P047,PM006,20210315,76.95,4543.95,60,20.98,330,6.2
A0002259,C002259,P242,PM004,20230411,35.4,450.4,13,0,4,8
A0002260,C002260,P011,PM006,20220507,20.45,1297.35,62,1.2,280,7.8
A0002261,C002261,P209,PM006,20210726,96.75,4442.75,45,98.93,108,7.5
A0002262,C002262,P129,PM002,20180614,54.2,1423.15,25,18.28,13,9.2
A0002263,C002263,P188,PM006,20230206,100.1,4378.35,44,106.28,425,9.3
A0002264,C002264,P027,PM004,20220218,45.25,74.2,2,8.22,160,7.4
A0002265,C002265,P147,PM008,20190907,83.85,2716.3,33,87.25,181,4.3
A0002266,C002266,P005,PM002,20221126,70.1,70.1,1,76.06,186,6.3
A0002267,C002267,P011,PM006,20211016,20.85,450.65,22,0,261,8.8
A0002268,C002268,P242,PM004,20210415,33.45,1175.85,35,11.63,1,7.6
A0002269,C002269,P011,PM004,20201208,20.2,558.8,29,0,287,6.2
A0002270,C002270,P266,PM002,20210208,85.9,2220.1,27,85.49,326,8.3
A0002271,C002271,P218,PM002,20221119,61,3283.05,54,20.04,298,8.9
A0002272,C002272,P005,PM002,20220907,70.65,142.35,2,68.21,90,1.5
A0002273,C002273,P090,PM002,20190911,86.9,4939.25,57,83.52,339,8.5
A0002274,C002274,P277,PM006,20200508,69.4,4237.5,62,20.99,334,7
A0002275,C002275,P011,PM008,20210324,20.35,335.95,15,0,324,7.6
A0002276,C002276,P011,PM004,20220814,20.35,33.2,2,0,283,3.3
A0002277,C002277,P009,PM006,20220526,104.3,7188.5,70,107.7,269,7.8
A0002278,C002278,P027,PM002,20190929,44.95,926.25,21,7.74,342,9.3
A0002279,C002279,P050,PM002,20180803,49.45,1119.35,23,18.17,423,7.5
A0002280,C002280,P011,PM004,20210915,20.6,116.6,6,2.52,164,8.9
A0002281,C002281,P011,PM008,20180524,19.55,68.8,4,0,347,7.3
A0002282,C002282,P205,PM008,20190911,99,287.4,3,95.61,242,5.6
A0002283,C002283,P042,PM002,20201004,93.5,2341.55,23,99.47,238,8.1
A0002284,C002284,P297,PM008,20181220,54.55,1362.85,26,11.46,0,8.3
A0002285,C002285,P011,PM004,20181008,20.05,163.6,8,0,224,7.9
A0002286,C002286,P034,PM002,20210907,83.95,2254.2,26,86.26,160,5.6
A0002287,C002287,P040,PM002,20200416,79.45,145.15,2,83.37,208,4.8
A0002288,C002288,P014,PM008,20230514,116.2,7752.3,67,114.94,151,2.6
A0002289,C002289,P042,PM006,20190125,93.7,6585.35,71,90.71,209,4.9
A0002290,C002290,P212,PM008,20201223,79.85,4786.1,59,31.07,213,5.5
A0002291,C002291,P006,PM002,20180922,100,3835.55,39,108.69,258,7.2
A0002292,C002292,P011,PM004,20230816,19.6,397,21,5.09,104,8.1
A0002293,C002293,P011,PM004,20200701,19.7,19.7,1,0.62,119,3.6
A0002294,C002294,P011,PM006,20180617,20.2,1027.25,48,0,282,7.2
A0002295,C002295,P214,PM008,20230619,50.4,1580.1,31,10.97,3,8.4
A0002296,C002296,P014,PM002,20200429,113.35,7222.75,64,115.96,346,9.2
A0002297,C002297,P040,PM006,20231207,80,3769.7,46,82.09,270,6.5
A0002298,C002298,P259,PM006,20180623,80.95,4233.95,52,31.29,304,7
A0002299,C002299,P045,PM004,20231217,24.9,1680.25,67,3.5,376,7.1
A0002300,C002300,P097,PM002,20180706,54.9,3725.5,67,8.95,222,5.2
A0002301,C002301,P073,PM002,20201222,75.55,413.65,5,80.81,198,5.2
A0002302,C002302,P044,PM002,20210721,109.25,7707.7,71,104.26,328,8.8
A0002303,C002303,P035,PM006,20201005,77.65,714.15,9,75.73,295,6
A0002304,C002304,P209,PM002,20210501,95,2497.2,26,96.25,233,3.4
A0002305,C002305,P014,PM006,20190616,116.3,8309.55,71,126.28,375,6.5
A0002306,C002306,P011,PM006,20210420,19.9,601.55,32,15.75,230,8.1
A0002307,C002307,P005,PM002,20180816,70.35,139.25,2,73.38,252,9.1
A0002308,C002308,P045,PM008,20190906,25.6,1888.25,71,0,251,8.1
A0002309,C002309,P122,PM002,20231107,44.45,2773.9,60,16.01,2,8.5
A0002310,C002310,P006,PM002,20221101,100.15,5409.75,55,104.59,256,9.2
A0002311,C002311,P125,PM008,20180907,105.4,5643.4,54,103.8,375,4.1
A0002312,C002312,P025,PM002,20230427,95.85,197.7,2,104.83,290,4.6
A0002313,C002313,P073,PM004,20191104,73.85,401.3,6,75,252,9.4
A0002314,C002314,P284,PM008,20231128,70.1,3238.4,48,23.52,235,7.6
A0002315,C002315,P045,PM004,20221202,25.25,1573.05,63,3.58,279,6.3
A0002316,C002316,P040,PM002,20181024,79.15,79.15,1,81.26,317,3.8
A0002317,C002317,P011,PM008,20230412,21.05,235.8,12,4.41,304,6.8
A0002318,C002318,P068,PM006,20210620,24.95,1364.75,54,4.4,7,8.1
A0002319,C002319,P273,PM002,20210110,64.5,1985.15,30,16.56,279,6.6
A0002320,C002320,P011,PM006,20211228,19.65,655.85,30,0,293,4.9
A0002321,C002321,P035,PM002,20220416,79,303.15,4,81.2,159,3.8
A0002322,C002322,P009,PM008,20201024,105.95,4335.2,40,109.84,265,5.4
A0002323,C002323,P061,PM002,20220509,75.85,647.5,9,78.14,55,8.4
A0002324,C002324,P077,PM002,20180406,91.85,1574.45,17,100.22,293,5
A0002325,C002325,P093,PM008,20210921,43.6,2748.7,62,13.05,15,8.6
A0002326,C002326,P233,PM006,20230807,91.25,2483.65,28,94.59,317,7.2
A0002327,C002327,P022,PM008,20221006,89.75,6367.2,70,21.47,214,7.2
A0002328,C002328,P057,PM006,20210914,104.4,4904.2,46,102.46,277,8.6
A0002329,C002329,P156,PM004,20200408,90.15,2044.95,23,93.63,378,9.9
A0002330,C002330,P004,PM002,20220720,40.3,1794.8,47,16.34,21,7.8
A0002331,C002331,P229,PM006,20220323,105.25,7173.15,68,103.78,247,8.2
A0002332,C002332,P009,PM002,20200714,106,6441.4,60,105.64,262,4.5
A0002333,C002333,P127,PM002,20210222,104,7039.05,67,96.41,349,6.2
A0002334,C002334,P087,PM002,20221212,69.65,921.4,14,19.11,114,8.8
A0002335,C002335,P073,PM002,20200410,74.3,4018.35,57,78.75,220,8.9
A0002336,C002336,P043,PM004,20220525,100.9,5448.6,55,103.78,370,8.9
A0002337,C002337,P011,PM004,20190704,20.25,20.25,1,2.71,337,7.7
A0002338,C002338,P050,PM004,20201028,49.9,49.9,1,15.22,283,4.8
A0002339,C002339,P066,PM008,20190717,96.9,2085.45,23,96.94,114,9.4
A0002340,C002340,P043,PM002,20180810,100.35,1358.85,13,97.05,245,6.6
A0002341,C002341,P012,PM002,20190615,104.1,5135.15,47,107.59,196,9
A0002342,C002342,P011,PM004,20180131,20.1,730.1,38,2.31,279,7.6
A0002343,C002343,P073,PM006,20211013,74.95,2869.85,38,77.41,177,3.3
A0002344,C002344,P097,PM008,20180122,56.55,118.25,2,14.33,157,8.2
A0002345,C002345,P050,PM008,20210805,49.25,49.25,1,4.01,64,4.8
A0002346,C002346,P005,PM006,20200124,68.6,1108.6,15,74.09,359,8.8
A0002347,C002347,P005,PM008,20180802,69.05,1815.65,26,66.66,214,9.6
A0002348,C002348,P011,PM008,20191213,19.7,730.4,35,0,264,7.5
A0002349,C002349,P011,PM004,20210403,20.05,75.45,3,3.67,249,10
A0002350,C002350,P127,PM002,20231228,103.7,5071.05,50,101.74,153,2.9
A0002351,C002351,P271,PM002,20190213,94.4,4014.6,42,99.7,136,8.3
A0002352,C002352,P157,PM008,20200307,54.95,568.85,10,19.57,159,6.8
A0002353,C002353,P110,PM006,20230823,93.7,5860.7,61,97.12,184,5.4
A0002354,C002354,P109,PM008,20201115,110.25,7279.35,68,103.42,282,7.5
A0002355,C002355,P205,PM002,20200510,98.9,1064.95,10,104.96,178,6
A0002356,C002356,P256,PM002,20180317,89.75,5769.6,65,91.06,407,4.7
A0002357,C002357,P105,PM006,20190101,80.45,5886.85,72,22.29,342,8
A0002358,C002358,P100,PM002,20220223,79.4,4238.45,55,80.12,322,9.2
A0002359,C002359,P011,PM004,20200420,20.3,20.3,1,0,239,2.5
A0002360,C002360,P204,PM006,20220503,62.8,418.3,7,20.88,386,8.8
A0002361,C002361,P073,PM004,20190514,74.9,136.05,2,69.75,230,8.2
A0002362,C002362,P082,PM002,20211001,74.85,708.2,9,68.09,247,9.3
A0002363,C002363,P045,PM008,20221116,25.85,788.55,27,0,265,7.6
A0002364,C002364,P006,PM002,20210605,101.95,700.85,7,107.51,313,2.7
A0002365,C002365,P086,PM004,20191130,68.3,4378.8,64,17.34,307,6.6
A0002366,C002366,P298,PM006,20180512,48.4,3442.8,70,22.19,6,6.4
A0002367,C002367,P042,PM002,20210622,94,181.7,2,91.32,202,5.1
A0002368,C002368,P125,PM002,20180401,105.05,7171.7,67,96.51,307,9.7
A0002369,C002369,P007,PM008,20190417,89.3,4016.85,45,83.72,314,4.1
A0002370,C002370,P045,PM008,20230612,25.15,553,24,6.43,214,8.5
A0002371,C002371,P011,PM008,20210619,19.5,96.85,4,0,107,6.3
A0002372,C002372,P025,PM006,20190517,92.95,4122.9,44,90.21,231,8.2
A0002373,C002373,P011,PM004,20190122,20.7,1482.3,72,1.01,306,9
A0002374,C002374,P117,PM008,20201027,74.3,74.3,1,76.81,412,3.1
A0002375,C002375,P011,PM006,20210116,19.35,1240.8,66,5.78,142,7.3
A0002376,C002376,P288,PM004,20190821,44.65,44.65,1,20.64,6,5
A0002377,C002377,P111,PM002,20200626,84.05,1095.3,13,82.25,214,1.2
A0002378,C002378,P040,PM006,20210916,80.7,788.8,10,74.07,372,5.9
A0002379,C002379,P012,PM002,20190409,104.35,6578.55,65,102.28,246,8.3
A0002380,C002380,P011,PM004,20201208,19.55,19.55,1,1.5,168,8.8
A0002381,C002381,P170,PM002,20210912,74.05,2802.3,38,17.4,300,7.4
A0002382,C002382,P004,PM004,20190419,40.1,857.75,23,7.24,6,5.8
A0002383,C002383,P011,PM004,20200606,20.1,184.4,10,1.92,139,8.5
A0002384,C002384,P021,PM002,20200727,101.7,364.55,4,101.46,169,4.7
A0002385,C002385,P062,PM008,20210803,83.55,6093.3,72,25.23,406,8
A0002386,C002386,P144,PM002,20201222,56.85,1861.1,35,13.26,284,9
A0002387,C002387,P011,PM004,20190722,20.4,20.4,1,0,259,5
A0002388,C002388,P011,PM008,20200523,19.55,1079.65,58,0,227,10
A0002389,C002389,P057,PM002,20180917,106.15,7475.1,70,110.6,276,8.2
A0002390,C002390,P206,PM008,20220715,78.95,2862.55,38,28.86,275,7.3
A0002391,C002391,P179,PM002,20180703,49.75,3069.45,60,5.69,12,7.7
A0002392,C002392,P070,PM008,20221223,92.4,2349.8,26,87.75,260,8.2
A0002393,C002393,P020,PM006,20190815,58.2,469.25,8,9.98,328,8.9
A0002394,C002394,P009,PM002,20221107,102.6,4213.35,41,99.35,252,3.1
A0002395,C002395,P007,PM008,20211203,91.95,3301.05,36,91.53,161,8.1
A0002396,C002396,P204,PM006,20201014,65.25,3529.95,54,12.33,194,9.7
A0002397,C002397,P012,PM006,20220121,106,7723.7,71,101.39,71,4.7
A0002398,C002398,P073,PM002,20180817,73.1,4144.9,55,68.08,432,9.3
A0002399,C002399,P201,PM006,20220516,59.75,4265,72,18.96,327,8.7
A0002400,C002400,P157,PM004,20210930,55.1,154.65,3,16.88,175,5.6
A0002401,C002401,P217,PM006,20220613,59.8,3246.45,54,14.33,224,7.1
A0002402,C002402,P014,PM006,20210711,116.6,8337.45,72,117.48,192,6.9
A0002403,C002403,P051,PM002,20200110,109.3,5731.4,52,106.57,388,7.7
A0002404,C002404,P043,PM006,20200811,101.4,6176.6,60,100.04,122,6.1
A0002405,C002405,P225,PM008,20230902,50.65,1905.4,39,23.56,10,7.5
A0002406,C002406,P106,PM004,20210714,56.15,931.9,15,23.55,240,8.5
A0002407,C002407,P009,PM006,20190421,106.5,7348.8,69,100,324,7
A0002408,C002408,P011,PM004,20230527,19.2,776.25,43,4.34,240,8.8
A0002409,C002409,P032,PM006,20200616,83,5243.05,63,28.96,91,8.7
A0002410,C002410,P005,PM002,20230728,70.1,141.65,2,64.36,227,9.3
A0002411,C002411,P182,PM006,20181012,108.3,7679.65,72,112.39,162,6.7
A0002412,C002412,P156,PM006,20210331,91.05,2954.5,32,98.74,257,4.6
A0002413,C002413,P045,PM008,20190813,25.25,1006.9,40,0,379,10
A0002414,C002414,P176,PM002,20180502,45.35,2540.1,58,9.02,0,7.9
A0002415,C002415,P260,PM002,20210209,43.9,3097.2,67,18.26,3,9.3
A0002416,C002416,P063,PM002,20210616,77.5,3807.35,51,78.86,200,6
A0002417,C002417,P259,PM004,20180102,79.3,2484,31,26.55,215,6.1
A0002418,C002418,P084,PM008,20200610,84.9,5785.65,69,86.6,316,8.7
A0002419,C002419,P191,PM002,20200309,79.25,2619.15,32,81.2,234,8.3
A0002420,C002420,P194,PM008,20190921,71.05,1524.85,21,14.68,287,9
A0002421,C002421,P002,PM002,20230320,53.75,2790.65,52,21.36,193,7.1
A0002422,C002422,P045,PM008,20190406,24.25,1784.5,72,6.09,270,6.3
A0002423,C002423,P207,PM002,20230528,54.2,3937.45,72,15.11,16,4.1
A0002424,C002424,P122,PM006,20200829,44.25,2276.1,52,13.06,4,7.9
A0002425,C002425,P050,PM006,20210618,50.05,2029.05,41,7.36,320,9.4
A0002426,C002426,P011,PM004,20180223,20.15,802.35,41,2.77,254,10
A0002427,C002427,P005,PM004,20220130,69.25,418.4,6,72.11,344,6.3
A0002428,C002428,P277,PM008,20180419,69.35,4653.25,67,20.49,231,9.2
A0002429,C002429,P011,PM004,20181007,19.35,275.9,16,5.82,284,6.7
A0002430,C002430,P011,PM004,20220816,19.15,343.45,17,0,246,7.7
A0002431,C002431,P131,PM004,20220826,61,2130.45,35,21.12,241,7.9
A0002432,C002432,P011,PM008,20201216,20.5,1191.4,58,0,273,7.2
A0002433,C002433,P150,PM002,20190629,50.5,50.5,1,15.03,298,5
A0002434,C002434,P299,PM004,20190612,50.2,2554,52,14.19,0,8.7
A0002435,C002435,P105,PM006,20230416,79.6,5589.45,70,25.01,379,8.6
A0002436,C002436,P045,PM006,20201005,24.9,467.7,19,0,82,8.9
A0002437,C002437,P073,PM002,20210526,74.4,74.4,1,73.74,188,3.3
A0002438,C002438,P013,PM002,20190909,106.9,3756.45,35,111.03,241,8.9
A0002439,C002439,P006,PM002,20220601,101.35,3334.9,32,99.17,287,7.1
A0002440,C002440,P157,PM008,20230910,55.35,920.5,17,8.57,391,6.5
A0002441,C002441,P030,PM008,20180410,50.55,3431.75,67,23.91,82,9
A0002442,C002442,P011,PM006,20210831,19.5,150.35,9,7.1,204,9.2
A0002443,C002443,P295,PM004,20190510,79.45,2587.7,31,17.37,58,5.3
A0002444,C002444,P221,PM002,20200112,90.65,367.95,4,94.1,252,7.9
A0002445,C002445,P247,PM006,20220319,89.85,5125.75,58,87.34,274,8.2
A0002446,C002446,P105,PM004,20200104,79,4801.1,60,25.02,393,8.2
A0002447,C002447,P009,PM002,20220715,104.65,6219.6,58,106.12,260,3.5
A0002448,C002448,P011,PM004,20221212,19.55,19.55,1,0,343,6.6
A0002449,C002449,P011,PM004,20200924,19.9,550.1,27,0,302,8.3
A0002450,C002450,P014,PM002,20221020,116.25,7862.25,66,112.8,210,8.2
A0002451,C002451,P221,PM006,20221028,87.75,1242.2,15,83.17,123,8
A0002452,C002452,P006,PM002,20201021,100.05,4871.05,47,95.89,274,5.4
A0002453,C002453,P063,PM008,20220122,81.3,3190.65,41,80.96,115,7.8
A0002454,C002454,P146,PM002,20220727,44.3,2666.75,59,9.71,20,8.8
A0002455,C002455,P005,PM008,20210118,70.35,3533.6,50,73.76,235,7.7
A0002456,C002456,P300,PM008,20221115,44.45,792.15,17,20.77,19,10
A0002457,C002457,P010,PM002,20231022,49.15,295.65,6,11.84,206,8.3
A0002458,C002458,P001,PM008,20191224,29.45,1459.35,51,10.03,12,10
A0002459,C002459,P149,PM002,20231018,100.55,4398.15,44,103.05,268,5.6
A0002460,C002460,P171,PM008,20190416,85.3,4297.95,49,87.66,245,7.7
A0002461,C002461,P112,PM002,20221001,95.65,167.3,2,96.03,211,3.3
A0002462,C002462,P083,PM004,20210514,69.1,4096.9,59,24.44,285,6.1
A0002463,C002463,P031,PM006,20230430,70.35,3454.6,50,23.52,166,6.4
A0002464,C002464,P011,PM004,20190613,20.6,1286,59,0,141,6.8
A0002465,C002465,P073,PM004,20180517,74.15,1387,18,78.5,361,8.3
A0002466,C002466,P073,PM002,20220111,75.05,786.3,10,79.49,315,7
A0002467,C002467,P027,PM002,20231220,44.6,641.25,14,9.56,255,8.3
A0002468,C002468,P011,PM006,20230729,21.45,705.45,35,0.4,399,9.7
A0002469,C002469,P027,PM004,20211018,43.45,345.5,8,16.45,225,7.9
A0002470,C002470,P011,PM006,20210929,20.05,345.9,18,0,369,10
A0002471,C002471,P070,PM006,20220916,94.15,5811.8,60,99.51,265,6.2
A0002472,C002472,P025,PM002,20201107,94.4,94.4,1,106.22,157,4.5
A0002473,C002473,P011,PM004,20221015,19.55,124.45,6,0,416,7
A0002474,C002474,P033,PM004,20190714,75.9,1375.6,19,15.86,339,9.1
A0002475,C002475,P064,PM006,20220414,64.15,3491.55,53,20.76,239,5.2
A0002476,C002476,P053,PM006,20200716,109.55,7920.7,72,113.16,315,6.3
A0002477,C002477,P044,PM008,20221109,110.8,6640.7,60,109.65,213,7.6
A0002478,C002478,P106,PM008,20221206,55,55,1,23.77,324,6.5
A0002479,C002479,P016,PM004,20220330,53.45,718.1,13,9.34,34,8.2
A0002480,C002480,P005,PM008,20221217,69.95,320.4,5,73.41,158,6.3
A0002481,C002481,P006,PM002,20200906,101.45,101.45,1,98.42,338,2.9
A0002482,C002482,P025,PM002,20180616,97,1334.45,13,105.6,227,10
A0002483,C002483,P022,PM006,20180527,90.6,3358.65,37,37.14,268,6.9
A0002484,C002484,P082,PM004,20190321,73.55,4764,64,69.72,128,7.1
A0002485,C002485,P301,PM006,20231019,67.95,350.3,5,17.64,416,6.4
A0002486,C002486,P246,PM006,20210913,94.35,5703,61,98.65,357,9.2
A0002487,C002487,P005,PM002,20200707,69.5,69.5,1,67.56,231,6.1
A0002488,C002488,P011,PM004,20210606,18.85,18.85,1,0,213,3.1
A0002489,C002489,P011,PM004,20230126,19.4,525.55,26,0.32,342,5.7
A0002490,C002490,P005,PM002,20220801,69.2,69.2,1,59.6,428,4.5
A0002491,C002491,P011,PM004,20181115,19.75,483.15,24,0.13,335,8.1
A0002492,C002492,P129,PM002,20180205,54.6,934.8,17,12.93,27,8.2
A0002493,C002493,P232,PM004,20220712,29.8,786.5,26,6.47,2,9.6
A0002494,C002494,P005,PM002,20180912,69.65,69.65,1,76.87,176,2.8
A0002495,C002495,P043,PM002,20210829,101.85,4086.3,40,95.57,142,5.2
A0002496,C002496,P012,PM002,20200819,103.05,5364.8,52,107.12,289,6.8
A0002497,C002497,P060,PM002,20181201,82.3,82.3,1,80.91,265,5.9
A0002498,C002498,P011,PM004,20181025,20.3,20.3,1,0,236,7.5
A0002499,C002499,P152,PM004,20201110,35.1,770.4,21,14.48,16,6.8
A0002500,C002500,P012,PM006,20190423,105.7,6816.95,67,107.4,360,7.2
A0002501,C002501,P157,PM006,20221127,56.25,2419.55,44,19.73,112,6.1
A0002502,C002502,P121,PM002,20200819,60.35,4138.7,70,22.95,5,8.1
A0002503,C002503,P035,PM002,20190415,79.25,267.6,3,77.59,323,3.7
A0002504,C002504,P131,PM006,20190813,59.8,3457.45,56,14.88,207,8.8
A0002505,C002505,P034,PM002,20230612,84.6,1115.2,13,79.17,178,5.4
A0002506,C002506,P209,PM006,20220419,93.4,5435.6,58,89.27,341,7
A0002507,C002507,P042,PM002,20190322,94.2,4186.3,42,108.95,133,5
A0002508,C002508,P068,PM002,20230630,25.05,25.05,1,13.74,7,5.1
A0002509,C002509,P187,PM004,20230515,99.65,4630.2,46,92.89,279,9.2
A0002510,C002510,P010,PM006,20180409,50.65,3221.25,63,8.58,198,7
A0002511,C002511,P218,PM002,20191017,60.9,688.5,11,20.68,320,6.2
A0002512,C002512,P213,PM006,20201214,59.65,867.1,15,20.63,198,8.2
A0002513,C002513,P155,PM002,20210917,64.7,4746.05,72,22.15,21,6.4
A0002514,C002514,P068,PM008,20200722,25.1,712.85,29,6.26,8,7.7
A0002515,C002515,P150,PM002,20211229,48.95,48.95,1,14.06,310,6
A0002516,C002516,P106,PM002,20200327,54.85,355.1,6,18.09,317,10
A0002517,C002517,P027,PM002,20191023,45.3,45.3,1,14.02,193,4.2
A0002518,C002518,P123,PM002,20190823,91.35,5764.7,63,80.25,65,8.6
A0002519,C002519,P192,PM002,20200708,85.85,167.3,2,84.7,282,4.1
A0002520,C002520,P045,PM004,20221013,25.1,428.45,18,0,256,8.6
A0002521,C002521,P152,PM006,20221025,34,1505.35,43,11.08,14,6.3
A0002522,C002522,P102,PM004,20230106,45.9,693.45,15,28.7,8,5.2
A0002523,C002523,P042,PM002,20210317,95.2,930.4,10,97.04,211,3.6
A0002524,C002524,P011,PM004,20181226,20.5,1177.95,55,0,430,6.3
A0002525,C002525,P200,PM006,20230522,100.6,5069.65,49,105.21,117,6.5
A0002526,C002526,P115,PM004,20211211,55.3,324.25,6,19,316,7.2
A0002527,C002527,P011,PM008,20220916,20.35,1458.1,70,2.3,198,6.4
A0002528,C002528,P073,PM004,20220426,74.85,156.4,2,77.88,219,5.9
A0002529,C002529,P152,PM006,20190710,36.1,2298.9,63,21.11,7,9
